productID,lastVisitedTime,avgRating,name,price,discount,brand,description,imgURL,visibility,isDeleted
EE4553,2020-04-13T15:06:16,0,Women's adidas Originals Swift Run Shoes,75.99,0,Adidas,"The Swift distills decades of adidas heritage running designs. Made for casual everyday wear, these lightweight knit shoes come with a sleek shape and a supportive yet flexible feel. They stand out with embroidered accents and smooth welded details. An EVA midsole adds all-day wearability.","[""https://shop.adidas.co.in/#!product/EE4553_swiftrunw""]",1,0
EF9315,2020-04-13T15:06:16,0,Women's adidas Originals Continental Vulc Shoes,65.99,0,Adidas,These low-profile shoes come in a pastel color for a feminine touch. A mix of nubuck and canvas on the upper adds texture. The suede toe cap is abrasion-resistant so they look fresh and new longer. A vulcanized outsole makes them durable.,"[""https://shop.adidas.co.in/#!product/EF9315_continentalvulcw""]",1,0
F35281,2020-04-13T15:06:16,0,Women's adidas Running Duramo 9 Shoes,59.99,0,Adidas,"These women's neutral running shoes will get you on the road to your goals. A sandwich mesh upper offers lightweight breathability, while a seamless print overlay adds support for a stable stride. The midsole offers pillow-soft Cloudfoam cushioning that eases every stride.","[""https://shop.adidas.co.in/#!product/F35281_duramo9""]",1,0
EF9220,2020-04-13T15:06:16,0,Women's adidas Originals Supercourt Shoes,75.99,0,Adidas,"Forty years of court style, refined to the essentials. The clean, simple lines and supple leather upper of these shoes are a nod to tennis history. Iconic perforated 3-Stripes and a contrasting Trefoil heel tab give them a timeless look.","[""https://shop.adidas.co.in/#!product/EF9220_supercourtw""]",1,0
EG0000,2020-04-13T15:06:16,0,Men's adidas Sport Inspired Response Trail Shoes,79.99,0,Adidas,"When the road turns to trail, all that matters is what lies ahead. These running shoes deliver a plush ride and confident grip in a fresh, sporty look. Cloudfoam cushioning feels ultra-soft while the aggressive outsole grabs on in all directions. The multilayer upper and sleek 3-Stripes elevate your look when you get back to town.","[""https://shop.adidas.co.in/#!product/EG0000_responsetrail""]",1,0
B44889,2020-04-13T15:06:16,0,Women's adidas Running Cosmic 2 Shoes,59.99,0,Adidas,"These women's running shoes have a breathable mesh upper to keep your feet ventilated on your daily runs. The Cloudfoam midsole provides plush cushioning with every stride, and a high-wear outsole holds up over time.","[""https://shop.adidas.co.in/#!product/B44889_cosmic2""]",1,0
CL7417,2020-04-13T15:06:16,0,Women's adidas Sport Inspired Storm Runner Shoes,45.99,0,Adidas,"A fast, lightweight adidas stormrunner shoes for women. These running-inspired shoes are very comfortable for your daily routine. Made with textile upper and Cloudfoam midsole along with rubber outsole these shoes will provide comfort to your feet all day long.","[""https://shop.adidas.co.in/#!product/CL7417_stormrunnerws""]",1,0
CL7408,2020-04-13T15:06:16,0,Women's adidas Sport Inspired Quickspike Shoes,39.99,0,Adidas,"These women's running-inspired shoes feature a breathable mesh upper with a comfort collar, while a moulded overlay provides lightweight support. The soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.","[""https://shop.adidas.co.in/#!product/CL7408_quickspikews""]",1,0
B43601,2020-04-13T15:06:16,0,WOMEN'S ADIDAS SWIM CLOUDFOAM FLIP FLOPS,32.99,0,Adidas,A minimalist design with maximum post-workout comfort. These women's thong sandals feature a soft strap connected to a Cloudfoam footbed that cushions every step and dries quickly. A durable rubber outsole adds long-lasting wear.,"[""https://shop.adidas.co.in/#!product/B43601_cloudfoamflipflop""]",1,0
EE8245,2020-04-13T15:06:16,0,Women's adidas Sport Inspired Lite Racer Shoes,42.99,0,Adidas,Unstoppable style. These shoes borrow their lightweight look and feel from celebrated runners. The airy mesh upper has a clean finish with monochrome 3-Stripes. Plush cushioning helps keep the ride smooth.,"[""https://shop.adidas.co.in/#!product/EE8245_literacer""]",1,0
EE8042,2020-04-13T15:06:16,0,Women's adidas Running Duramo 9 Shoes,55.99,0,Adidas,"These women's neutral running shoes will get you on the road to your goals. A sandwich mesh upper offers lightweight breathability, while a seamless print overlay adds support for a stable stride. The midsole offers pillow-soft Cloudfoam cushioning that eases every stride.","[""https://shop.adidas.co.in/#!product/EE8042_duramo9""]",1,0
CL7429,2020-04-13T15:06:17,0,Women's adidas Sport Inspired Arcadeis Shoes,42.99,0,Adidas,These women's running-inspired shoes cradle your feet with a net mesh upper. Pillow-soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.,"[""https://shop.adidas.co.in/#!product/CL7429_arcadeisws""]",1,0
CL7370,2020-04-13T15:06:17,0,Women's adidas Sport Inspired Videll Shoes,37.99,0,Adidas,Extremely functional and subtle running-inspired shoes for women. Feature a textile-mesh upper and synthetic overlays. EVA cushioning adds extra comfort. The running 3-Stripes on the sides along with an interesting all-over print on the upper add to it's appeal.,"[""https://shop.adidas.co.in/#!product/CL7370_videllw""]",1,0
EE9946,2020-04-13T15:06:17,0,Women's adidas Running EnergyFalcon X Shoes,65.99,0,Adidas,"When you dig deep to reach your goals, these running shoes offer the support and stability you need. Every step feels pillow-soft with plush cushioning and an OrthoLiteÂ® sockliner for comfort. A flowing TPU heel counter and thin support cage keep the foot centred and stable. The durable outsole is made for logging many miles.","[""https://shop.adidas.co.in/#!product/EE9946_energyfalconx""]",1,0
CK9741,2020-04-13T15:06:17,0,Women's adidas Sport Inspired Videll Shoes,37.99,0,Adidas,Extremely functional and subtle running-inspired shoes for women. Feature a textile mesh upper and synthetic overlays. EVA cushioning adds extra comfort. The running 3-Stripes on the sides along with an interesting all-over print on the upper add to it's appeal.,"[""https://shop.adidas.co.in/#!product/CK9741_videllw""]",1,0
CL7363,2020-04-13T15:06:17,0,Women's adidas Running Hellion Z Shoes,32.99,0,Adidas,Great everyday trainer for the runner in you to go that extra mile. The adidas Hellion Z shoes comes with mesh upper for providing lightweight and breathability to your feet.,"[""https://shop.adidas.co.in/#!product/CL7363_hellionzw""]",1,0
CL7372,2020-04-13T15:06:17,0,Women's adidas Sport Inspired Videll Shoes,37.99,0,Adidas,Extremely functional and subtle running-inspired shoes for women. Feature a textile-mesh upper and synthetic overlays. EVA cushioning adds extra comfort. The running 3-Stripes on the sides along with an interesting all-over print on the upper add to it's appeal.,"[""https://shop.adidas.co.in/#!product/CL7372_videllw""]",1,0
CL7430,2020-04-13T15:06:17,0,Women's adidas Sport Inspired Arcadeis Shoes,42.99,0,Adidas,These women's running-inspired shoes cradle your feet with a net mesh upper. Pillow-soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.,"[""https://shop.adidas.co.in/#!product/CL7430_arcadeisws""]",1,0
F34485,2020-04-13T15:06:18,0,Women's adidas Sport Inspired Cloudfoam Pure Shoes,55.99,0,Adidas,These women's running-inspired shoes cradle your feet with a mesh upper and a Memory Foam footbed that conforms to the shape of your foot. Pillow-soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.,"[""https://shop.adidas.co.in/#!product/F34485_cloudfoampure""]",1,0
CL7365,2020-04-13T15:06:18,0,Women's adidas Running Hellion Z Shoes,32.99,0,Adidas,"The adidas Hellion Z Running shoes for women with new design pattern for any runner looking for trendy yet extremely comfortable running shoe. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet on the run. Durable, non slippery, blown out one piece super grip EVA midsole and Rubber outsole ensures maximum stability and grip on the ground.","[""https://shop.adidas.co.in/#!product/CL7365_hellionzw""]",1,0
CL7373,2020-04-13T15:06:18,0,Women's adidas Sport Inspired Yking 2.0 Shoes,32.99,0,Adidas,"These lightweight running-inspired shoes for women give all round comfort, cushioning, durability & support in a simplistic design. The mesh upper ensure breathability and durability. Lightstrike EVA midsole gives you cushioning you need everyday and Rubber outsole provides durability.","[""https://shop.adidas.co.in/#!product/CL7373_yking20w""]",1,0
CL7364,2020-04-13T15:06:18,0,Women's adidas Running Hellion Z Shoes,32.99,0,Adidas,"The adidas Hellion Z Running shoes for women with new design pattern for any runner looking for trendy yet extremely comfortable running shoe. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet on the run. Durable, non slippery, blown out one piece super grip EVA midsole and Rubber outsole ensures maximum stability and grip on the ground.","[""https://shop.adidas.co.in/#!product/CL7364_hellionzw""]",1,0
CL7374,2020-04-13T15:06:18,0,Women's adidas Sport Inspired Yking 2.0 Shoes,32.99,0,Adidas,"These lightweight running-inspired shoes for women give all round comfort, cushioning, durability & support in a simplistic design. The mesh upper ensure breathability and durability. Lightstrike EVA midsole gives you cushioning you need everyday and Rubber outsole provides durability.","[""https://shop.adidas.co.in/#!product/CL7374_yking20w""]",1,0
EE8167,2020-04-13T15:06:18,0,Women's adidas Sport Inspired RunFalcon Shoes,55.99,0,Adidas,"Start clocking miles in these lightweight running shoes. On the treadmill or the streets, they add comfort to each step with soft cushioning. The supportive trainers have an airy material-mix upper and a midfoot cage for extra support.","[""https://shop.adidas.co.in/#!product/EE8167_runfalcon""]",1,0
CL7410,2020-04-13T15:06:18,0,Women's adidas Sport Inspired Quickspike Shoes,39.99,0,Adidas,"These women's running-inspired shoes feature a breathable mesh upper with a comfort collar, while a moulded overlay provides lightweight support. The soft Cloudfoam cushioning in the one-piece midsole and outsole provides comfort that lasts all day long.","[""https://shop.adidas.co.in/#!product/CL7410_quickspikews""]",1,0
CL7401,2020-04-13T15:06:18,0,Women's adidas Sport Inspired Blaze Runner Shoes,55.99,0,Adidas,Extremely functional and subtle running-inspired shoes for women. The breathable and lightweight Knit-Mesh offer extended ventilation and comfort. Cloudfoam midsole and full Adiwear outsole provides durability.,"[""https://shop.adidas.co.in/#!product/CL7401_blazerunnerws""]",1,0
EE8219,2020-04-13T15:06:18,0,Women's adidas Sport Inspired Lite Racer CLN Shoes,45.99,0,Adidas,"Designed with sleek lines for a minimalist look, these shoes have a light and breathable mesh upper. Pillowy cushioning delivers comfort that lasts all day.","[""https://shop.adidas.co.in/#!product/EE8219_literacercln""]",1,0
CL7402,2020-04-13T15:06:18,0,Women's adidas Sport Inspired Blaze Runner Shoes,55.99,0,Adidas,Extremely functional and subtle running-inspired shoes for women. The breathable and lightweight Knit-Mesh offer extended ventilation and comfort. Cloudfoam midsole and full Adiwear outsole provides durability.,"[""https://shop.adidas.co.in/#!product/CL7402_blazerunnerws""]",1,0
EE9929,2020-04-13T15:06:18,0,Women's adidas Nova Run X Shoes,85.99,0,Adidas,"Being comfortable on your run is just as important as winning the race. These shoes combine soft, supportive Cloudfoam cushioning with a durable Adiwear outsole for comprehensive control and an energised ride. The mesh upper features a foot-hugging, no-sew fit for a locked-in feel.","[""https://shop.adidas.co.in/#!product/EE9929_novafvsex""]",1,0
EE8221,2020-04-13T15:06:18,0,Women's adidas Sport Inspired Questar Flow Shoes,65.99,0,Adidas,Ready for the streets. These shoes borrow their modern look and feel from lightweight runners. They have a flexible knit upper with floating 3-Stripes integrated into the lacing system. Pillow-soft midsole and outsole cushioning provides all-day comfort.,"[""https://shop.adidas.co.in/#!product/EE8221_questarflow""]",1,0
EE8224,2020-04-13T15:06:18,0,Women's adidas Sport Inspired Questar Flow Shoes,65.99,0,Adidas,Ready for the streets. These shoes borrow their modern look and feel from lightweight runners. They have a flexible knit upper with floating 3-Stripes integrated into the lacing system. Pillow-soft midsole and outsole cushioning provides all-day comfort.,"[""https://shop.adidas.co.in/#!product/EE8224_questarflow""]",1,0
EE9941,2020-04-13T15:06:19,0,Women's adidas Running EnergyFalcon X Shoes,65.99,0,Adidas,"When you dig deep to reach your goals, these running shoes offer the support and stability you need. Every step feels pillow-soft with plush cushioning and an OrthoLiteÂ® sockliner for comfort. A flowing TPU heel counter and thin support cage keep the foot centred and stable. The durable outsole is made for logging many miles.","[""https://shop.adidas.co.in/#!product/EE9941_energyfalconx""]",1,0
EE8522,2020-04-13T15:06:19,0,Women's adidas Running Asweego Shoes,75.99,0,Adidas,Shoes with flexibility and responsiveness for multisport training. These shoes have a knit textile upper that hugs the foot for a sock-like fit. Pillow-like midsole cushioning provides long-lasting comfort. Durable rubber inserts at the forefoot and heel provide added grip so you're ready for unexpected terrain.,"[""https://shop.adidas.co.in/#!product/EE8522_asweego""]",1,0
EE9932,2020-04-13T15:06:19,0,Women's adidas Running Sooraj Shoes,55.99,0,Adidas,"Fast and sleek. Ready to go. These women's running shoes feature a streamlined, low-profile design and pillow-soft Cloudfoam cushioning for plush landings. The mesh upper delivers a speedy look in fun colours and 3-Stripes.","[""https://shop.adidas.co.in/#!product/EE9932_sooraj""]",1,0
EE8375,2020-04-13T15:06:19,0,Women's adidas Sport Inspired Questar Ride Shoes,69.99,0,Adidas,"Inspired by modern tech runners, these women's shoes step out with unexpected style. A two-tone mesh upper keeps the feel flexible and mixes with a sculpted Cloudfoam midsole and contrast heel counter.","[""https://shop.adidas.co.in/#!product/EE8375_questarride""]",1,0
EE9798,2020-04-13T15:06:19,0,Men's adidas Sport Inspired Run 70s Shoes,55.99,0,Adidas,"These running-inspired shoes are designed with a mesh upper and a textile lining for flexible, all-day comfort. 3-Stripes and a rubber outsole give the shoes a stylish sign-off.","[""https://shop.adidas.co.in/#!product/EE9798_run70s""]",1,0
EE8502,2020-04-13T15:06:19,0,Women's adidas Running Asweerun Shoes,49.99,0,Adidas,"Aspire to greatness. These running shoes for women are made with an airy, lightweight mesh upper. The durable rubber outsole grips the pavement for added stability. A cushioned midsole brings comfort to each step.","[""https://shop.adidas.co.in/#!product/EE8502_asweerun""]",1,0
EF0450,2020-04-13T15:06:19,0,Women's adidas Sport Inspired Archivo Shoes,49.99,0,Adidas,A mix of modern comfort and authentic adidas heritage. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays with subtle 3-Stripes for sporty style.,"[""https://shop.adidas.co.in/#!product/EF0450_archivo""]",1,0
CL7375,2020-04-13T15:06:19,0,Women's Sport Inspired Yking 2.0 Shoes,32.99,0,Adidas,"These lightweight running-inspired shoes for women give all round comfort, cushioning, durability & support in a simplistic design. The mesh upper ensure breathability and durability. Lightstrike EVA midsole gives you cushioning you need everyday and Rubber outsole provides durability.","[""https://shop.adidas.co.in/#!product/CL7375_yking20w""]",1,0
EF0446,2020-04-13T15:06:19,0,Women's adidas Sport Inspired Archivo Shoes,49.99,0,Adidas,A mix of modern comfort and authentic adidas heritage. These running-inspired shoes treat your feet to superior cushioning and an ultra-plush ride with a Cloudfoam midsole and soft sockliner. A sleek mesh upper features suede overlays with subtle 3-Stripes for sporty style.,"[""https://shop.adidas.co.in/#!product/EF0446_archivo""]",1,0
EF0529,2020-04-13T15:06:19,0,Women's adidas Running Response Trail X Shoes,69.99,0,Adidas,"When the road turns to trail, all that matters is what lies ahead. These running shoes deliver a plush ride and confident grip in a fresh, sporty look. Cloudfoam cushioning feels ultra-soft while the aggressive outsole grabs on in all directions. The multilayer upper and sleek 3-Stripes elevate your look when you get back to town.","[""https://shop.adidas.co.in/#!product/EF0529_responsetrailx""]",1,0
EE9940,2020-04-13T15:06:19,0,Women's adidas Running EnergyFalcon X Shoes,65.99,0,Adidas,"When you dig deep to reach your goals, these running shoes offer the support and stability you need. Every step feels pillow-soft with plush cushioning and an OrthoLiteÂ® sockliner for comfort. A flowing TPU heel counter and thin support cage keep the foot centred and stable. The durable outsole is made for logging many miles.","[""https://shop.adidas.co.in/#!product/EE9940_energyfalconx""]",1,0
EE4954,2020-04-13T15:06:19,0,Women's adidas Originals Marathon Tech Shoes,119.99,0,Adidas,"These shoes draft off the Marathon TR, a trail-running pioneer that debuted in 1979. The upper mixes breathable mesh and suede overlays with metallic details. A grid print on the midsole highlights the addition of responsive Boost cushioning.","[""https://shop.adidas.co.in/#!product/EE4954_marathontechw""]",1,0
G27996,2020-04-13T15:06:19,0,Women's adidas Originals U_Path Run Shoes,79.99,0,Adidas,"The U_Path offers a sleek combination of retro and modern. These shoes are built of soft, breathable mesh for everyday wear. The unique D-ring lacing system is inspired by a '70s running sneaker design. A bungee heel piece provides support, and a lightweight EVA midsole adds all-day wearability.","[""https://shop.adidas.co.in/#!product/G27996_u_pathrunw""]",1,0
CL4156,2020-04-13T15:06:19,0,Men's adidas Sport Inspired Drogo Shoes,26.99,0,Adidas,The adidas running-inspired shoes for men. An excellent combination of breathable Mesh with synthetic overlays on the upper makes it very comfortable for your feet on the run. Durable and non slippery one piece super grip EVA midsole and outsole ensures maximum stability and grip on the ground.,"[""https://shop.adidas.co.in/#!product/CL4156_drogom""]",1,0
EE4893,2020-04-13T15:06:19,0,Women's adidas Originals Stan Smith Shoes,79.99,0,Adidas,"Since it first hit the courts in the early '70s, the Stan Smith has become legendary for its timeless style. These shoes pay tribute to the iconic design by preserving the low-profile cupsole and perforated 3-Stripes. The allover floral print on the upper gives this version a fresh twist.","[""https://shop.adidas.co.in/#!product/EE4893_stansmithw""]",1,0
EE9937,2020-04-13T15:06:19,0,Women's adidas Running Sooraj Shoes,55.99,0,Adidas,"Fast and sleek. Ready to go. These women's running shoes feature a streamlined, low-profile design and pillow-soft Cloudfoam cushioning for plush landings. The mesh upper delivers a speedy look in fun colours and 3-Stripes.","[""https://shop.adidas.co.in/#!product/EE9937_sooraj""]",1,0
G27649,2020-04-13T15:06:20,0,Women's adidas Originals U_Path Run Shoes,79.99,0,Adidas,"The U_Path offers a sleek combination of retro and modern. These shoes are built of soft, breathable mesh for everyday wear. The unique D-ring lacing system is inspired by a '70s running sneaker design. A bungee heel piece provides support, and a lightweight EVA midsole adds all-day wearability.","[""https://shop.adidas.co.in/#!product/G27649_u_pathrunw""]",1,0
EE9797,2020-04-13T15:06:20,0,Men's adidas Sport Inspired Run 70s Shoes,55.99,0,Adidas,"These running-inspired shoes are designed with a mesh upper and a textile lining for flexible, all-day comfort. 3-Stripes and a rubber outsole give the shoes a stylish sign-off.","[""https://shop.adidas.co.in/#!product/EE9797_run70s""]",1,0
CI9914,2020-04-13T15:06:20,0,Men's adidas Running Nayo 1.0 shoes,49.99,0,Adidas,"The adidas Nayo 1.0 shoes for men. These lightweight running shoes give all round comfort, cushioning, durability & support in a simplistic design. The mesh upper ensure breathability and durability while the Light strike EVA midsole provides premium cushioning's. Full Rubber outsole provides durability.","[""https://shop.adidas.co.in/#!product/CI9914_nayo10m""]",1,0
EE8252,2020-04-13T15:06:20,0,Men's adidas Sports Inspired Lite Racer Shoes,42.99,0,Adidas,The ultra-lightweight build of these shoes takes a running-inspired style to the streets. The sporty look has a breathable and durable mesh upper with stitched-on 3-Stripes. EVA cushioning provides lightweight comfort for every step.,"[""https://shop.adidas.co.in/#!product/EE8252_literacer""]",1,0
CK9664,2020-04-13T15:06:20,0,Men's adidas Running Nepton 2.0 Shoes,59.99,0,Adidas,Sleek design with reflective three stripes makes it a contemporary yet functional shoe. Breathable textile upper for maximum ventilation and a cushioned midsole provides all-day comfort with rubber outsole for best durability in high wear areas.,"[""https://shop.adidas.co.in/#!product/CK9664_nepton20m""]",1,0
EE8501,2020-04-13T15:06:20,0,Women's adidas Running Aseerun Shoes,49.99,0,Adidas,"Aspire to greatness. These running shoes for women are made with an airy, lightweight mesh upper. The durable rubber outsole grips the pavement for added stability. A cushioned midsole brings comfort to each step.","[""https://shop.adidas.co.in/#!product/EE8501_asweerun""]",1,0
CL7602,2020-04-13T15:06:20,0,Men's adidas Running Torik Shoes,47.99,0,Adidas,"A well cushioned shoe with a fresher look that will appeal to young runners. Features Mesh upper for maximum ventilation, lightstrike IMEVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear.","[""https://shop.adidas.co.in/#!product/CL7602_torikm""]",1,0
CL7494,2020-04-13T15:06:20,0,Men's adidas Sport Inspired Kalus 1.0 Shoes,45.99,0,Adidas,"A well cushioned running-inspired shoes with a fresher look that will appeal to all. Features Mesh upper for maximum ventilation, lightstrike IMEVA midsole with visible adiprene providing protection from harmful impact forces and durable Rubber outsole for long-lasting wear.","[""https://shop.adidas.co.in/#!product/CL7494_kalus10ms""]",1,0
EE7923,2020-04-13T15:06:20,0,Men's adidas Running Duramo 9 Shoes,59.99,0,Adidas,"These men's running shoes will get you on the road to your goals. A sandwich mesh upper offers lightweight breathability, while a seamless print overlay adds support for a stable stride. The midsole offers pillow-soft Cloudfoam cushioning that eases every stride.","[""https://shop.adidas.co.in/#!product/EE7923_duramo9""]",1,0
EE5566,2020-04-13T15:06:20,0,Women's adidas Originals Continental 80 Shoes,79.99,0,Adidas,The Continental 80 is an authentic reissue of an indoor sneaker from the '80s. These leather low top shoes show off a swooping stripe on the side and a split rubber cupsole.,"[""https://shop.adidas.co.in/#!product/EE5566_continental80w""]",1,0
CI1821,2020-04-13T15:06:20,0,MEN'S adidas RUNNING YAMO 1.0 SHOES,47.99,0,Adidas,The adidas Yamo 1.0 shoes for men. These lightweight running shoes have a combination of Synthetic with double layer Mesh ensure breathability and durability while the Lightstrike EVA midsole provides premium cushionings. Full Rubber outsole provides durability.,"[""https://shop.adidas.co.in/#!product/CI1821_yamo10m""]",1,0
CJ0082,2020-04-13T15:06:20,0,men's ADIDAS RUNNING NEBULAR 1.0 SHOES,45.99,0,Adidas,The premium looking adidas Nebular 1.0 Running shoes for men crafted with Mesh overlays which make it lightweight. The breathable sandwich Mesh offer extended ventilation and comfort. Light strike IMEVA midsole with full Rubber outsole provides durability.,"[""https://shop.adidas.co.in/#!product/CJ0082_nebular10m""]",1,0
CJ8062,2020-04-13T15:06:20,0,MEN'S ADIDAS RUNNING LEGUS SHOES,59.99,0,Adidas,"Get maximum support, comfort and a refreshed look with these adidas Legus shoes for men. The textile mesh upper is breathable and has a sock-like fit and the supportive cage in the shoe's midfoot provides midfoot lockdown. CLOUDFOAM gives instant step in-comfort, long-lasting responsive cushioning and a super-plush feel and the Rubber outsole gives ultimate durability.","[""https://shop.adidas.co.in/#!product/CJ8062_legusm""]",1,0
EE6038,2020-04-13T15:06:20,0,Men's adidas Originals Supercourt Shoes,75.99,0,Adidas,The Supercourt distills 40 years of adidas tennis style. This version of the classic low-profile shoes has perforated 3-Stripes on a crisp leather upper. Decorative stitching and overlays add texture and depth for a multilayered look.,"[""https://shop.adidas.co.in/#!product/EE6038_supercourt""]",1,0
CM0068,2020-04-13T15:06:20,0,Men's adidas Toe Side II Slippers,12.99,0,Adidas,"The adidas casual sandals for men with a striking camouflage design. Features stylish webbing straps, Diecut EVA midsole for stable cushioning and abrasion resistant rubber outsole with wet and dry traction pattern.","[""https://shop.adidas.co.in/#!product/CM0068_toesideii""]",1,0
CK9830,2020-04-13T15:06:20,0,Men's adidas Outdoor Elevate Sandals,27.99,0,Adidas,Stylish and sleek adidas sandals for women are extremely lightweight. Adjustable straps enable optimal fit while the Synthetic upper and soft EVA footbed with fitted heel provide enhanced comfort. Rubber outsole with wet and dry traction pattern keeps you in control.,"[""https://shop.adidas.co.in/#!product/CK9830_elevate2018m""]",1,0
CJ0080,2020-04-13T15:06:20,0,men's ADIDAS RUNNING NEBULAR 1.0 SHOES,45.99,0,Adidas,The premium looking adidas Nebular 1.0 Running shoes for men crafted with Mesh overlays which make it lightweight. The breathable sandwich Mesh offer extended ventilation and comfort. Light strike IMEVA midsole with full Rubber outsole provides durability.,"[""https://shop.adidas.co.in/#!product/CJ0080_nebular10m""]",1,0
EG4957,2020-04-13T15:06:20,0,Men's adidas Originals Superstar Shoes,79.99,0,Adidas,"These trainers born in the '70s keep the look classic with a coated leather upper. They feature all the authentic details, including zigzag edging on the tonal 3-Stripes and the signature rubber shell toe.","[""https://shop.adidas.co.in/#!product/EG4957_superstar""]",1,0
BD7438,2020-04-13T15:06:20,0,Men's adidas Originals Stan Smith Shoes,79.99,0,Adidas,The chic minimalism of the Stan Smith invites endless variation. These men's shoes are updated for the season with a subtle twist. A small cutout Trefoil makes a surprise appearance on the smooth leather upper.,"[""https://shop.adidas.co.in/#!product/BD7438_stansmith""]",1,0
B75579,2020-04-13T15:06:20,0,Men's adidas Sport Inspired Duramo Lite 2.0 Shoes,49.99,0,Adidas,"Refine your interval training in these men's versatile running-inspired shoes. Featuring a lightweight mesh and synthetic upper, they combine responsive midsole cushioning with a soft collar that reduces ankle pressure.","[""https://shop.adidas.co.in/#!product/B75579_duramolite20""]",1,0
